Date,Location,Temperature
1957-11-01,San Juan Bautista,24.24
1957-12-01,San Juan Bautista,27.04
1958-01-01,San Juan Bautista,999.9
1958-02-01,San Juan Bautista,27.94
1958-03-01,San Juan Bautista,24.24
1958-04-01,San Juan Bautista,21.24
1958-05-01,San Juan Bautista,17.84
1958-06-01,San Juan Bautista,18.64
1958-07-01,San Juan Bautista,18.94
1958-08-01,San Juan Bautista,15.14
1958-09-01,San Juan Bautista,19.64
1958-10-01,San Juan Bautista,21.34
1958-11-01,San Juan Bautista,23.94
1958-12-01,San Juan Bautista,25.74
1959-01-01,San Juan Bautista,26.64
1959-02-01,San Juan Bautista,27.24
1959-03-01,San Juan Bautista,25.54
1959-04-01,San Juan Bautista,22.44
1959-05-01,San Juan Bautista,18.74
1959-06-01,San Juan Bautista,15.94
1959-07-01,San Juan Bautista,19.14
1959-08-01,San Juan Bautista,15.64
1959-09-01,San Juan Bautista,20.24
1959-10-01,San Juan Bautista,22.34
1959-11-01,San Juan Bautista,23.64
1959-12-01,San Juan Bautista,23.24
1960-01-01,San Juan Bautista,28.14
1960-02-01,San Juan Bautista,26.24
1960-03-01,San Juan Bautista,24.64
1960-04-01,San Juan Bautista,21.14
1960-05-01,San Juan Bautista,16.14
1960-06-01,San Juan Bautista,17.34
1960-07-01,San Juan Bautista,16.94
1960-08-01,San Juan Bautista,17.74
1960-09-01,San Juan Bautista,19.54
1960-10-01,San Juan Bautista,22.84
1960-11-01,San Juan Bautista,24.24
1960-12-01,San Juan Bautista,26.74
1961-01-01,San Juan Bautista,28.24
1961-02-01,San Juan Bautista,26.64
1961-03-01,San Juan Bautista,23.54
1961-04-01,San Juan Bautista,20.84
1961-05-01,San Juan Bautista,19.74
1961-06-01,San Juan Bautista,16.44
1961-07-01,San Juan Bautista,16.14
1961-08-01,San Juan Bautista,21.44
1961-09-01,San Juan Bautista,19.14
1961-10-01,San Juan Bautista,23.64
1961-11-01,San Juan Bautista,24.84
1961-12-01,San Juan Bautista,25.24
1962-01-01,San Juan Bautista,25.94
1962-02-01,San Juan Bautista,25.14
1962-03-01,San Juan Bautista,25.14
1962-04-01,San Juan Bautista,20.94
1962-05-01,San Juan Bautista,16.94
1962-06-01,San Juan Bautista,17.14
1962-07-01,San Juan Bautista,12.04
1962-08-01,San Juan Bautista,16.14
1962-09-01,San Juan Bautista,20.84
1962-10-01,San Juan Bautista,19.94
1962-11-01,San Juan Bautista,25.84
1962-12-01,San Juan Bautista,27.84
1963-01-01,San Juan Bautista,28.34
1963-02-01,San Juan Bautista,26.94
1963-03-01,San Juan Bautista,26.24
1963-04-01,San Juan Bautista,22.54
1963-05-01,San Juan Bautista,19.54
1963-06-01,San Juan Bautista,16.44
1963-07-01,San Juan Bautista,19.14
1963-08-01,San Juan Bautista,18.94
1963-09-01,San Juan Bautista,20.44
1963-10-01,San Juan Bautista,23.24
1963-11-01,San Juan Bautista,24.34
1963-12-01,San Juan Bautista,27.14
1964-01-01,San Juan Bautista,27.74
1964-02-01,San Juan Bautista,27.24
1964-03-01,San Juan Bautista,25.34
1964-04-01,San Juan Bautista,22.24
1964-05-01,San Juan Bautista,20.24
1964-06-01,San Juan Bautista,14.34
1964-07-01,San Juan Bautista,15.24
1964-08-01,San Juan Bautista,17.24
1964-09-01,San Juan Bautista,19.64
1964-10-01,San Juan Bautista,21.24
1964-11-01,San Juan Bautista,23.74
1964-12-01,San Juan Bautista,25.54
1965-01-01,San Juan Bautista,26.84
1965-02-01,San Juan Bautista,26.74
1965-03-01,San Juan Bautista,23.34
1965-04-01,San Juan Bautista,21.94
1965-05-01,San Juan Bautista,18.54
1965-06-01,San Juan Bautista,19.24
1965-07-01,San Juan Bautista,15.64
1965-08-01,San Juan Bautista,17.84
1965-09-01,San Juan Bautista,18.14
1965-10-01,San Juan Bautista,22.74
1965-11-01,San Juan Bautista,24.14
1965-12-01,San Juan Bautista,25.34
1966-01-01,San Juan Bautista,25.84
1966-02-01,San Juan Bautista,25.24
1966-03-01,San Juan Bautista,23.94
1966-04-01,San Juan Bautista,22.74
1966-05-01,San Juan Bautista,19.14
1966-06-01,San Juan Bautista,18.54
1966-07-01,San Juan Bautista,17.34
1966-08-01,San Juan Bautista,16.74
1966-09-01,San Juan Bautista,18.84
1966-10-01,San Juan Bautista,22.64
1966-11-01,San Juan Bautista,26.24
1966-12-01,San Juan Bautista,27.64
1967-01-01,San Juan Bautista,25.84
1967-02-01,San Juan Bautista,23.64
1967-03-01,San Juan Bautista,24.04
1967-04-01,San Juan Bautista,21.44
1967-05-01,San Juan Bautista,999.9
1967-06-01,San Juan Bautista,14.74
1967-07-01,San Juan Bautista,17.04
1967-08-01,San Juan Bautista,19.24
1967-09-01,San Juan Bautista,20.64
1967-10-01,San Juan Bautista,24.14
1967-11-01,San Juan Bautista,23.04
1967-12-01,San Juan Bautista,28.44
1968-01-01,San Juan Bautista,26.04
1968-02-01,San Juan Bautista,26.74
1968-03-01,San Juan Bautista,24.94
1968-04-01,San Juan Bautista,19.14
1968-05-01,San Juan Bautista,17.04
1968-06-01,San Juan Bautista,17.34
1968-07-01,San Juan Bautista,18.04
1968-08-01,San Juan Bautista,18.24
1968-09-01,San Juan Bautista,18.54
1968-10-01,San Juan Bautista,22.64
1968-11-01,San Juan Bautista,25.44
1968-12-01,San Juan Bautista,27.44
1969-01-01,San Juan Bautista,25.94
1969-02-01,San Juan Bautista,27.74
1969-03-01,San Juan Bautista,24.94
1969-04-01,San Juan Bautista,21.94
1969-05-01,San Juan Bautista,20.14
1969-06-01,San Juan Bautista,16.64
1969-07-01,San Juan Bautista,18.14
1969-08-01,San Juan Bautista,16.24
1969-09-01,San Juan Bautista,21.54
1969-10-01,San Juan Bautista,21.14
1969-11-01,San Juan Bautista,24.94
1969-12-01,San Juan Bautista,26.44
1970-01-01,San Juan Bautista,28.54
1970-02-01,San Juan Bautista,25.74
1970-03-01,San Juan Bautista,26.14
1970-04-01,San Juan Bautista,25.24
1970-05-01,San Juan Bautista,999.9
1970-06-01,San Juan Bautista,999.9
1970-07-01,San Juan Bautista,999.9
1970-08-01,San Juan Bautista,999.9
1970-09-01,San Juan Bautista,999.9
1970-10-01,San Juan Bautista,999.9
1970-11-01,San Juan Bautista,999.9
1970-12-01,San Juan Bautista,999.9
1971-01-01,San Juan Bautista,999.9
1971-02-01,San Juan Bautista,999.9
1971-03-01,San Juan Bautista,999.9
1971-04-01,San Juan Bautista,999.9
1971-05-01,San Juan Bautista,999.9
1971-06-01,San Juan Bautista,999.9
1971-07-01,San Juan Bautista,999.9
1971-08-01,San Juan Bautista,999.9
1971-09-01,San Juan Bautista,999.9
1971-10-01,San Juan Bautista,999.9
1971-11-01,San Juan Bautista,999.9
1971-12-01,San Juan Bautista,999.9
1972-01-01,San Juan Bautista,999.9
1972-02-01,San Juan Bautista,999.9
1972-03-01,San Juan Bautista,999.9
1972-04-01,San Juan Bautista,999.9
1972-05-01,San Juan Bautista,999.9
1972-06-01,San Juan Bautista,999.9
1972-07-01,San Juan Bautista,16.76
1972-08-01,San Juan Bautista,16.56
1972-09-01,San Juan Bautista,21.36
1972-10-01,San Juan Bautista,20.56
1972-11-01,San Juan Bautista,23.56
1972-12-01,San Juan Bautista,25.56
1973-01-01,San Juan Bautista,27.56
1973-02-01,San Juan Bautista,27.76
1973-03-01,San Juan Bautista,25.46
1973-04-01,San Juan Bautista,23.86
1973-05-01,San Juan Bautista,18.96
1973-06-01,San Juan Bautista,17.66
1973-07-01,San Juan Bautista,15.76
1973-08-01,San Juan Bautista,15.46
1973-09-01,San Juan Bautista,19.36
1973-10-01,San Juan Bautista,22.26
1973-11-01,San Juan Bautista,23.16
1973-12-01,San Juan Bautista,26.16
1974-01-01,San Juan Bautista,27.76
1974-02-01,San Juan Bautista,26.36
1974-03-01,San Juan Bautista,24.86
1974-04-01,San Juan Bautista,21.96
1974-05-01,San Juan Bautista,19.16
1974-06-01,San Juan Bautista,15.26
1974-07-01,San Juan Bautista,18.96
1974-08-01,San Juan Bautista,17.46
1974-09-01,San Juan Bautista,20.22
1974-10-01,San Juan Bautista,21.36
1974-11-01,San Juan Bautista,23.76
1974-12-01,San Juan Bautista,25.66
1975-01-01,San Juan Bautista,26.86
1975-02-01,San Juan Bautista,26.96
1975-03-01,San Juan Bautista,24.86
1975-04-01,San Juan Bautista,22.26
1975-05-01,San Juan Bautista,19.16
1975-06-01,San Juan Bautista,18.36
1975-07-01,San Juan Bautista,15.46
1975-08-01,San Juan Bautista,17.26
1975-09-01,San Juan Bautista,19.46
1975-10-01,San Juan Bautista,21.26
1975-11-01,San Juan Bautista,22.87
1975-12-01,San Juan Bautista,26.26
1976-01-01,San Juan Bautista,26.88
1976-02-01,San Juan Bautista,26.01
1976-03-01,San Juan Bautista,23.61
1976-04-01,San Juan Bautista,20.99
1976-05-01,San Juan Bautista,17.78
1976-06-01,San Juan Bautista,999.9
1976-07-01,San Juan Bautista,16.63
1976-08-01,San Juan Bautista,17.18
1976-09-01,San Juan Bautista,19.2
1976-10-01,San Juan Bautista,999.9
1976-11-01,San Juan Bautista,24.27
1976-12-01,San Juan Bautista,26.39
1977-01-01,San Juan Bautista,999.9
1977-02-01,San Juan Bautista,27.76
1977-03-01,San Juan Bautista,26.24
1977-04-01,San Juan Bautista,22.87
1977-05-01,San Juan Bautista,18.16
1977-06-01,San Juan Bautista,18.27
1977-07-01,San Juan Bautista,19.79
1977-08-01,San Juan Bautista,17.8
1977-09-01,San Juan Bautista,22.84
1977-10-01,San Juan Bautista,23.98
1977-11-01,San Juan Bautista,24.55
1977-12-01,San Juan Bautista,26.56
1978-01-01,San Juan Bautista,28.44
1978-02-01,San Juan Bautista,26.89
1978-03-01,San Juan Bautista,26.61
1978-04-01,San Juan Bautista,22.02
1978-05-01,San Juan Bautista,17.94
1978-06-01,San Juan Bautista,17.97
1978-07-01,San Juan Bautista,19.81
1978-08-01,San Juan Bautista,999.9
1978-09-01,San Juan Bautista,999.9
1978-10-01,San Juan Bautista,999.9
1978-11-01,San Juan Bautista,999.9
1978-12-01,San Juan Bautista,999.9
1979-01-01,San Juan Bautista,999.9
1979-02-01,San Juan Bautista,999.9
1979-03-01,San Juan Bautista,999.9
1979-04-01,San Juan Bautista,999.9
1979-05-01,San Juan Bautista,999.9
1979-06-01,San Juan Bautista,999.9
1979-07-01,San Juan Bautista,999.9
1979-08-01,San Juan Bautista,999.9
1979-09-01,San Juan Bautista,999.9
1979-10-01,San Juan Bautista,999.9
1979-11-01,San Juan Bautista,999.9
1979-12-01,San Juan Bautista,999.9
1980-01-01,San Juan Bautista,999.9
1980-02-01,San Juan Bautista,999.9
1980-03-01,San Juan Bautista,999.9
1980-04-01,San Juan Bautista,999.9
1980-05-01,San Juan Bautista,999.9
1980-06-01,San Juan Bautista,999.9
1980-07-01,San Juan Bautista,999.9
1980-08-01,San Juan Bautista,999.9
1980-09-01,San Juan Bautista,999.9
1980-10-01,San Juan Bautista,999.9
1980-11-01,San Juan Bautista,999.9
1980-12-01,San Juan Bautista,999.9
1981-01-01,San Juan Bautista,999.9
1981-02-01,San Juan Bautista,999.9
1981-03-01,San Juan Bautista,999.9
1981-04-01,San Juan Bautista,999.9
1981-05-01,San Juan Bautista,999.9
1981-06-01,San Juan Bautista,999.9
1981-07-01,San Juan Bautista,999.9
1981-08-01,San Juan Bautista,20.6
1981-09-01,San Juan Bautista,19.0
1981-10-01,San Juan Bautista,22.3
1981-11-01,San Juan Bautista,24.9
1981-12-01,San Juan Bautista,26.5
1982-01-01,San Juan Bautista,27.8
1982-02-01,San Juan Bautista,26.2
1982-03-01,San Juan Bautista,25.3
1982-04-01,San Juan Bautista,23.3
1982-05-01,San Juan Bautista,20.0
1982-06-01,San Juan Bautista,17.0
1982-07-01,San Juan Bautista,18.7
1982-08-01,San Juan Bautista,19.8
1982-09-01,San Juan Bautista,21.1
1982-10-01,San Juan Bautista,22.4
1982-11-01,San Juan Bautista,23.3
1982-12-01,San Juan Bautista,25.8
1983-01-01,San Juan Bautista,27.6
1983-02-01,San Juan Bautista,26.9
1983-03-01,San Juan Bautista,24.7
1983-04-01,San Juan Bautista,22.1
1983-05-01,San Juan Bautista,19.4
1983-06-01,San Juan Bautista,14.3
1983-07-01,San Juan Bautista,15.2
1983-08-01,San Juan Bautista,17.6
1983-09-01,San Juan Bautista,18.2
1983-10-01,San Juan Bautista,22.7
1983-11-01,San Juan Bautista,23.8
1983-12-01,San Juan Bautista,28.2
1984-01-01,San Juan Bautista,27.9
1984-02-01,San Juan Bautista,28.9
1984-03-01,San Juan Bautista,25.2
1984-04-01,San Juan Bautista,20.4
1984-05-01,San Juan Bautista,20.8
1984-06-01,San Juan Bautista,15.6
1984-07-01,San Juan Bautista,17.3
1984-08-01,San Juan Bautista,15.5
1984-09-01,San Juan Bautista,20.2
1984-10-01,San Juan Bautista,25.0
1984-11-01,San Juan Bautista,24.9
1984-12-01,San Juan Bautista,25.1
1985-01-01,San Juan Bautista,27.6
1985-02-01,San Juan Bautista,27.2
1985-03-01,San Juan Bautista,25.83
1985-04-01,San Juan Bautista,22.13
1985-05-01,San Juan Bautista,20.33
1985-06-01,San Juan Bautista,17.43
1985-07-01,San Juan Bautista,17.59
1985-08-01,San Juan Bautista,18.52
1985-09-01,San Juan Bautista,999.9
1985-10-01,San Juan Bautista,24.06
1985-11-01,San Juan Bautista,28.25
1985-12-01,San Juan Bautista,999.9
1986-01-01,San Juan Bautista,999.9
1986-02-01,San Juan Bautista,28.29
1986-03-01,San Juan Bautista,999.9
1986-04-01,San Juan Bautista,23.38
1986-05-01,San Juan Bautista,20.03
1986-06-01,San Juan Bautista,19.56
1986-07-01,San Juan Bautista,17.37
1986-08-01,San Juan Bautista,18.84
1986-09-01,San Juan Bautista,19.62
1986-10-01,San Juan Bautista,22.16
1986-11-01,San Juan Bautista,24.87
1986-12-01,San Juan Bautista,26.46
1987-01-01,San Juan Bautista,26.95
1987-02-01,San Juan Bautista,24.9
1987-03-01,San Juan Bautista,25.99
1987-04-01,San Juan Bautista,22.48
1987-05-01,San Juan Bautista,15.7
1987-06-01,San Juan Bautista,15.93
1987-07-01,San Juan Bautista,20.14
1987-08-01,San Juan Bautista,16.45
1987-09-01,San Juan Bautista,18.23
1987-10-01,San Juan Bautista,21.86
1987-11-01,San Juan Bautista,25.66
1987-12-01,San Juan Bautista,25.8
1988-01-01,San Juan Bautista,27.53
1988-02-01,San Juan Bautista,25.83
1988-03-01,San Juan Bautista,28.5
1988-04-01,San Juan Bautista,21.8
1988-05-01,San Juan Bautista,16.32
1988-06-01,San Juan Bautista,15.1
1988-07-01,San Juan Bautista,14.87
1988-08-01,San Juan Bautista,19.44
1988-09-01,San Juan Bautista,19.5
1988-10-01,San Juan Bautista,21.3
1988-11-01,San Juan Bautista,24.66
1988-12-01,San Juan Bautista,27.28
1989-01-01,San Juan Bautista,26.18
1989-02-01,San Juan Bautista,26.68
1989-03-01,San Juan Bautista,24.53
1989-04-01,San Juan Bautista,21.96
1989-05-01,San Juan Bautista,19.04
1989-06-01,San Juan Bautista,16.66
1989-07-01,San Juan Bautista,15.29
1989-08-01,San Juan Bautista,18.4
1989-09-01,San Juan Bautista,18.0
1989-10-01,San Juan Bautista,21.76
1989-11-01,San Juan Bautista,24.7
1989-12-01,San Juan Bautista,27.4
1990-01-01,San Juan Bautista,26.68
1990-02-01,San Juan Bautista,26.43
1990-03-01,San Juan Bautista,26.08
1990-04-01,San Juan Bautista,22.38
1990-05-01,San Juan Bautista,18.26
1990-06-01,San Juan Bautista,14.23
1990-07-01,San Juan Bautista,14.26
1990-08-01,San Juan Bautista,18.78
1990-09-01,San Juan Bautista,18.43
1990-10-01,San Juan Bautista,23.63
1990-11-01,San Juan Bautista,25.7
1990-12-01,San Juan Bautista,25.99
1991-01-01,San Juan Bautista,27.27
1991-02-01,San Juan Bautista,26.39
1991-03-01,San Juan Bautista,26.09
1991-04-01,San Juan Bautista,22.9
1991-05-01,San Juan Bautista,20.43
1991-06-01,San Juan Bautista,17.98
1991-07-01,San Juan Bautista,16.87
1991-08-01,San Juan Bautista,19.02
1991-09-01,San Juan Bautista,22.41
1991-10-01,San Juan Bautista,999.9
1991-11-01,San Juan Bautista,23.71
1991-12-01,San Juan Bautista,999.9
1992-01-01,San Juan Bautista,999.9
1992-02-01,San Juan Bautista,26.13
1992-03-01,San Juan Bautista,24.69
1992-04-01,San Juan Bautista,21.3
1992-05-01,San Juan Bautista,19.01
1992-06-01,San Juan Bautista,18.52
1992-07-01,San Juan Bautista,13.4
1992-08-01,San Juan Bautista,16.52
1992-09-01,San Juan Bautista,19.24
1992-10-01,San Juan Bautista,21.81
1992-11-01,San Juan Bautista,23.18
1992-12-01,San Juan Bautista,26.73
1993-01-01,San Juan Bautista,27.34
1993-02-01,San Juan Bautista,25.38
1993-03-01,San Juan Bautista,26.0
1993-04-01,San Juan Bautista,23.61
1993-05-01,San Juan Bautista,18.87
1993-06-01,San Juan Bautista,17.29
1993-07-01,San Juan Bautista,15.38
1993-08-01,San Juan Bautista,17.59
1993-09-01,San Juan Bautista,18.61
1993-10-01,San Juan Bautista,22.93
1993-11-01,San Juan Bautista,24.19
1993-12-01,San Juan Bautista,26.14
1994-01-01,San Juan Bautista,27.89
1994-02-01,San Juan Bautista,999.9
1994-03-01,San Juan Bautista,24.08
1994-04-01,San Juan Bautista,22.09
1994-05-01,San Juan Bautista,21.19
1994-06-01,San Juan Bautista,17.87
1994-07-01,San Juan Bautista,17.62
1994-08-01,San Juan Bautista,19.24
1994-09-01,San Juan Bautista,21.91
1994-10-01,San Juan Bautista,23.9
1994-11-01,San Juan Bautista,23.66
1994-12-01,San Juan Bautista,28.47
1995-01-01,San Juan Bautista,26.87
1995-02-01,San Juan Bautista,25.56
1995-03-01,San Juan Bautista,25.01
1995-04-01,San Juan Bautista,21.65
1995-05-01,San Juan Bautista,18.22
1995-06-01,San Juan Bautista,18.62
1995-07-01,San Juan Bautista,19.69
1995-08-01,San Juan Bautista,19.7
1995-09-01,San Juan Bautista,20.91
1995-10-01,San Juan Bautista,21.7
1995-11-01,San Juan Bautista,26.61
1995-12-01,San Juan Bautista,27.94
1996-01-01,San Juan Bautista,27.13
1996-02-01,San Juan Bautista,26.4
1996-03-01,San Juan Bautista,999.9
1996-04-01,San Juan Bautista,23.06
1996-05-01,San Juan Bautista,19.92
1996-06-01,San Juan Bautista,14.25
1996-07-01,San Juan Bautista,15.52
1996-08-01,San Juan Bautista,20.14
1996-09-01,San Juan Bautista,19.24
1996-10-01,San Juan Bautista,21.58
1996-11-01,San Juan Bautista,999.9
1996-12-01,San Juan Bautista,26.03
1997-01-01,San Juan Bautista,28.74
1997-02-01,San Juan Bautista,27.06
1997-03-01,San Juan Bautista,999.9
1997-04-01,San Juan Bautista,999.9
1997-05-01,San Juan Bautista,20.04
1997-06-01,San Juan Bautista,17.16
1997-07-01,San Juan Bautista,20.14
1997-08-01,San Juan Bautista,19.44
1997-09-01,San Juan Bautista,22.16
1997-10-01,San Juan Bautista,999.9
1997-11-01,San Juan Bautista,25.85
1997-12-01,San Juan Bautista,27.69
1998-01-01,San Juan Bautista,999.9
1998-02-01,San Juan Bautista,25.9
1998-03-01,San Juan Bautista,999.9
1998-04-01,San Juan Bautista,23.0
1998-05-01,San Juan Bautista,19.8
1998-06-01,San Juan Bautista,999.9
1998-07-01,San Juan Bautista,999.9
1998-08-01,San Juan Bautista,999.9
1998-09-01,San Juan Bautista,999.9
1998-10-01,San Juan Bautista,999.9
1998-11-01,San Juan Bautista,999.9
1998-12-01,San Juan Bautista,999.9
1999-01-01,San Juan Bautista,999.9
1999-02-01,San Juan Bautista,999.9
1999-03-01,San Juan Bautista,999.9
1999-04-01,San Juan Bautista,999.9
1999-05-01,San Juan Bautista,999.9
1999-06-01,San Juan Bautista,999.9
1999-07-01,San Juan Bautista,999.9
1999-08-01,San Juan Bautista,999.9
1999-09-01,San Juan Bautista,999.9
1999-10-01,San Juan Bautista,999.9
1999-11-01,San Juan Bautista,999.9
1999-12-01,San Juan Bautista,999.9
2000-01-01,San Juan Bautista,999.9
2000-02-01,San Juan Bautista,999.9
2000-03-01,San Juan Bautista,999.9
2000-04-01,San Juan Bautista,999.9
2000-05-01,San Juan Bautista,999.9
2000-06-01,San Juan Bautista,999.9
2000-07-01,San Juan Bautista,999.9
2000-08-01,San Juan Bautista,999.9
2000-09-01,San Juan Bautista,999.9
2000-10-01,San Juan Bautista,999.9
2000-11-01,San Juan Bautista,999.9
2000-12-01,San Juan Bautista,999.9
2001-01-01,San Juan Bautista,999.9
2001-02-01,San Juan Bautista,999.9
2001-03-01,San Juan Bautista,999.9
2001-04-01,San Juan Bautista,999.9
2001-05-01,San Juan Bautista,999.9
2001-06-01,San Juan Bautista,999.9
2001-07-01,San Juan Bautista,19.54
2001-08-01,San Juan Bautista,21.13
2001-09-01,San Juan Bautista,999.9
2001-10-01,San Juan Bautista,999.9
2001-11-01,San Juan Bautista,999.9
2001-12-01,San Juan Bautista,999.9
2002-01-01,San Juan Bautista,999.9
2002-02-01,San Juan Bautista,999.9
2002-03-01,San Juan Bautista,27.11
2002-04-01,San Juan Bautista,23.12
2002-05-01,San Juan Bautista,20.31
2002-06-01,San Juan Bautista,15.93
2002-07-01,San Juan Bautista,15.9
2002-08-01,San Juan Bautista,19.61
2002-09-01,San Juan Bautista,19.87
2002-10-01,San Juan Bautista,23.48
2002-11-01,San Juan Bautista,24.67
2002-12-01,San Juan Bautista,26.27
2003-01-01,San Juan Bautista,27.26
2003-02-01,San Juan Bautista,26.24
2003-03-01,San Juan Bautista,999.9
2003-04-01,San Juan Bautista,21.28
2003-05-01,San Juan Bautista,999.9
2003-06-01,San Juan Bautista,999.9
2003-07-01,San Juan Bautista,999.9
2003-08-01,San Juan Bautista,17.27
2003-09-01,San Juan Bautista,21.93
2003-10-01,San Juan Bautista,24.53
2003-11-01,San Juan Bautista,999.9
2003-12-01,San Juan Bautista,24.84
2004-01-01,San Juan Bautista,999.9
2004-02-01,San Juan Bautista,999.9
2004-03-01,San Juan Bautista,999.9
2004-04-01,San Juan Bautista,999.9
2004-05-01,San Juan Bautista,16.37
2004-06-01,San Juan Bautista,18.65
2004-07-01,San Juan Bautista,16.83
2004-08-01,San Juan Bautista,17.73
2004-09-01,San Juan Bautista,999.9
2004-10-01,San Juan Bautista,999.9
2004-11-01,San Juan Bautista,22.83
2004-12-01,San Juan Bautista,999.9
2005-01-01,San Juan Bautista,27.03
2005-02-01,San Juan Bautista,26.73
2005-03-01,San Juan Bautista,25.53
2005-04-01,San Juan Bautista,22.73
2005-05-01,San Juan Bautista,999.9
2005-06-01,San Juan Bautista,999.9
2005-07-01,San Juan Bautista,999.9
2005-08-01,San Juan Bautista,999.9
2005-09-01,San Juan Bautista,999.9
2005-10-01,San Juan Bautista,999.9
2005-11-01,San Juan Bautista,999.9
2005-12-01,San Juan Bautista,999.9
2006-01-01,San Juan Bautista,999.9
2006-02-01,San Juan Bautista,26.83
2006-03-01,San Juan Bautista,24.93
2006-04-01,San Juan Bautista,21.23
2006-05-01,San Juan Bautista,17.63
2006-06-01,San Juan Bautista,15.83
2006-07-01,San Juan Bautista,21.83
2006-08-01,San Juan Bautista,19.83
2006-09-01,San Juan Bautista,20.53
2006-10-01,San Juan Bautista,24.93
2006-11-01,San Juan Bautista,999.9
2006-12-01,San Juan Bautista,999.9
2007-01-01,San Juan Bautista,25.73
2007-02-01,San Juan Bautista,25.73
2007-03-01,San Juan Bautista,26.23
2007-04-01,San Juan Bautista,999.9
2007-05-01,San Juan Bautista,17.3
2007-06-01,San Juan Bautista,18.2
2007-07-01,San Juan Bautista,14.7
2007-08-01,San Juan Bautista,16.6
2007-09-01,San Juan Bautista,23.2
2007-10-01,San Juan Bautista,999.9
2007-11-01,San Juan Bautista,999.9
2007-12-01,San Juan Bautista,999.9
2008-01-01,San Juan Bautista,25.9
2008-02-01,San Juan Bautista,25.9
2008-03-01,San Juan Bautista,25.3
2008-04-01,San Juan Bautista,21.8
2008-05-01,San Juan Bautista,19.0
2008-06-01,San Juan Bautista,15.19
2008-07-01,San Juan Bautista,19.5
2008-08-01,San Juan Bautista,19.4
2008-09-01,San Juan Bautista,19.3
2008-10-01,San Juan Bautista,22.09
2008-11-01,San Juan Bautista,25.2
2008-12-01,San Juan Bautista,26.5
2009-01-01,San Juan Bautista,999.9
2009-02-01,San Juan Bautista,26.0
2009-03-01,San Juan Bautista,999.9
2009-04-01,San Juan Bautista,999.9
2009-05-01,San Juan Bautista,21.1
2009-06-01,San Juan Bautista,999.9
2009-07-01,San Juan Bautista,21.05
2009-08-01,San Juan Bautista,19.4
2009-09-01,San Juan Bautista,19.9
2009-10-01,San Juan Bautista,22.99
2009-11-01,San Juan Bautista,26.7
2009-12-01,San Juan Bautista,26.5
2010-01-01,San Juan Bautista,26.9
2010-02-01,San Juan Bautista,28.5
2010-03-01,San Juan Bautista,26.2
2010-04-01,San Juan Bautista,22.6
2010-05-01,San Juan Bautista,17.45
2010-06-01,San Juan Bautista,16.5
2010-07-01,San Juan Bautista,19.75
2010-08-01,San Juan Bautista,18.1
2010-09-01,San Juan Bautista,20.8
2010-10-01,San Juan Bautista,21.5
2010-11-01,San Juan Bautista,23.9
2010-12-01,San Juan Bautista,25.7
2011-01-01,San Juan Bautista,999.9
2011-02-01,San Juan Bautista,26.0
2011-03-01,San Juan Bautista,999.9
2011-04-01,San Juan Bautista,999.9
2011-05-01,San Juan Bautista,19.4
2011-06-01,San Juan Bautista,17.2
2011-07-01,San Juan Bautista,16.1
2011-08-01,San Juan Bautista,17.9
2011-09-01,San Juan Bautista,21.4
2011-10-01,San Juan Bautista,23.36
2011-11-01,San Juan Bautista,24.4
2011-12-01,San Juan Bautista,25.94
2012-01-01,San Juan Bautista,27.75
2012-02-01,San Juan Bautista,28.3
2012-03-01,San Juan Bautista,25.38
2012-04-01,San Juan Bautista,22.2
2012-05-01,San Juan Bautista,20.7
2012-06-01,San Juan Bautista,17.5
2012-07-01,San Juan Bautista,15.24
2012-08-01,San Juan Bautista,20.45
2012-09-01,San Juan Bautista,22.25
2012-10-01,San Juan Bautista,23.87
2012-11-01,San Juan Bautista,25.4
2012-12-01,San Juan Bautista,27.2
2013-01-01,San Juan Bautista,27.21
2013-02-01,San Juan Bautista,26.89
2013-03-01,San Juan Bautista,23.6
2013-04-01,San Juan Bautista,22.38
2013-05-01,San Juan Bautista,18.75
2013-06-01,San Juan Bautista,17.73
2013-07-01,San Juan Bautista,17.27
2013-08-01,San Juan Bautista,16.2
2013-09-01,San Juan Bautista,20.06
2013-10-01,San Juan Bautista,23.21
2013-11-01,San Juan Bautista,24.59
2013-12-01,San Juan Bautista,27.01
2014-01-01,San Juan Bautista,27.51
2014-02-01,San Juan Bautista,27.25
2014-03-01,San Juan Bautista,24.35
2014-04-01,San Juan Bautista,22.2
2014-05-01,San Juan Bautista,19.4
2014-06-01,San Juan Bautista,19.4
2014-07-01,San Juan Bautista,17.62
2014-08-01,San Juan Bautista,20.75
2014-09-01,San Juan Bautista,22.5
2014-10-01,San Juan Bautista,26.2
2014-11-01,San Juan Bautista,25.3
2014-12-01,San Juan Bautista,26.32
2015-01-01,San Juan Bautista,999.9
2015-02-01,San Juan Bautista,27.7
2015-03-01,San Juan Bautista,26.2
2015-04-01,San Juan Bautista,23.4
2015-05-01,San Juan Bautista,20.3
2015-06-01,San Juan Bautista,19.9
2015-07-01,San Juan Bautista,17.45
2015-08-01,San Juan Bautista,22.5
2015-09-01,San Juan Bautista,21.8
2015-10-01,San Juan Bautista,23.8
2015-11-01,San Juan Bautista,24.3
2015-12-01,San Juan Bautista,26.1
2016-01-01,San Juan Bautista,28.9
