Date,Location,Temperature
1976-04-01,Carapegua,19.48
1976-05-01,Carapegua,999.9
1976-06-01,Carapegua,999.9
1976-07-01,Carapegua,999.9
1976-08-01,Carapegua,17.08
1976-09-01,Carapegua,18.08
1976-10-01,Carapegua,21.68
1976-11-01,Carapegua,23.38
1976-12-01,Carapegua,25.68
1977-01-01,Carapegua,999.9
1977-02-01,Carapegua,999.9
1977-03-01,Carapegua,999.9
1977-04-01,Carapegua,999.9
1977-05-01,Carapegua,999.9
1977-06-01,Carapegua,999.9
1977-07-01,Carapegua,20.28
1977-08-01,Carapegua,17.18
1977-09-01,Carapegua,19.68
1977-10-01,Carapegua,23.48
1977-11-01,Carapegua,24.38
1977-12-01,Carapegua,999.9
1978-01-01,Carapegua,28.28
1978-02-01,Carapegua,25.58
1978-03-01,Carapegua,26.38
1978-04-01,Carapegua,20.28
1978-05-01,Carapegua,999.9
1978-06-01,Carapegua,17.38
1978-07-01,Carapegua,18.68
1978-08-01,Carapegua,16.38
1978-09-01,Carapegua,19.58
1978-10-01,Carapegua,23.18
1978-11-01,Carapegua,999.9
1978-12-01,Carapegua,999.9
1979-01-01,Carapegua,999.9
1979-02-01,Carapegua,26.28
1979-03-01,Carapegua,999.9
1979-04-01,Carapegua,999.9
1979-05-01,Carapegua,16.68
1979-06-01,Carapegua,18.68
1979-07-01,Carapegua,16.38
1979-08-01,Carapegua,19.68
1979-09-01,Carapegua,20.88
1979-10-01,Carapegua,999.9
1979-11-01,Carapegua,999.9
1979-12-01,Carapegua,24.98
1980-01-01,Carapegua,25.68
1980-02-01,Carapegua,999.9
1980-03-01,Carapegua,25.88
1980-04-01,Carapegua,23.58
1980-05-01,Carapegua,19.98
1980-06-01,Carapegua,15.48
1980-07-01,Carapegua,17.38
1980-08-01,Carapegua,18.18
1980-09-01,Carapegua,17.28
1980-10-01,Carapegua,21.88
1980-11-01,Carapegua,22.48
1980-12-01,Carapegua,25.28
1981-01-01,Carapegua,25.98
1981-02-01,Carapegua,26.38
1981-03-01,Carapegua,24.48
1981-04-01,Carapegua,22.98
1981-05-01,Carapegua,21.88
1981-06-01,Carapegua,15.18
1981-07-01,Carapegua,16.08
1981-08-01,Carapegua,20.08
1981-09-01,Carapegua,18.18
1981-10-01,Carapegua,21.78
1981-11-01,Carapegua,24.08
1981-12-01,Carapegua,25.28
1982-01-01,Carapegua,26.78
1982-02-01,Carapegua,25.38
1982-03-01,Carapegua,24.48
1982-04-01,Carapegua,22.28
1982-05-01,Carapegua,19.48
1982-06-01,Carapegua,16.78
1982-07-01,Carapegua,16.28
1982-08-01,Carapegua,19.98
1982-09-01,Carapegua,20.98
1982-10-01,Carapegua,24.08
1982-11-01,Carapegua,23.28
1982-12-01,Carapegua,25.18
1983-01-01,Carapegua,26.58
1983-02-01,Carapegua,26.18
1983-03-01,Carapegua,24.08
1983-04-01,Carapegua,999.9
1983-05-01,Carapegua,19.28
1983-06-01,Carapegua,13.28
1983-07-01,Carapegua,15.18
1983-08-01,Carapegua,999.9
1983-09-01,Carapegua,17.48
1983-10-01,Carapegua,999.9
1983-11-01,Carapegua,999.9
1983-12-01,Carapegua,999.9
1984-01-01,Carapegua,25.88
1984-02-01,Carapegua,999.9
1984-03-01,Carapegua,999.9
1984-04-01,Carapegua,999.9
1984-05-01,Carapegua,20.38
1984-06-01,Carapegua,13.78
1984-07-01,Carapegua,17.58
1984-08-01,Carapegua,14.78
1984-09-01,Carapegua,19.98
1984-10-01,Carapegua,999.9
1984-11-01,Carapegua,999.9
1984-12-01,Carapegua,999.9
1985-01-01,Carapegua,26.78
1985-02-01,Carapegua,26.38
1985-03-01,Carapegua,999.9
1985-04-01,Carapegua,999.9
1985-05-01,Carapegua,20.4
1985-06-01,Carapegua,17.7
1985-07-01,Carapegua,999.9
1985-08-01,Carapegua,999.9
1985-09-01,Carapegua,999.9
1985-10-01,Carapegua,999.9
1985-11-01,Carapegua,999.9
1985-12-01,Carapegua,999.9
1986-01-01,Carapegua,999.9
1986-02-01,Carapegua,999.9
1986-03-01,Carapegua,999.9
1986-04-01,Carapegua,999.9
1986-05-01,Carapegua,19.5
1986-06-01,Carapegua,18.6
1986-07-01,Carapegua,16.6
1986-08-01,Carapegua,18.8
1986-09-01,Carapegua,19.4
1986-10-01,Carapegua,999.9
1986-11-01,Carapegua,999.9
1986-12-01,Carapegua,999.9
1987-01-01,Carapegua,999.9
1987-02-01,Carapegua,24.7
1987-03-01,Carapegua,22.8
1987-04-01,Carapegua,22.9
1987-05-01,Carapegua,15.5
1987-06-01,Carapegua,15.5
1987-07-01,Carapegua,19.8
1987-08-01,Carapegua,16.7
1987-09-01,Carapegua,18.8
1987-10-01,Carapegua,22.1
1987-11-01,Carapegua,25.1
1987-12-01,Carapegua,24.9
1988-01-01,Carapegua,27.1
1988-02-01,Carapegua,24.7
1988-03-01,Carapegua,26.4
1988-04-01,Carapegua,21.3
1988-05-01,Carapegua,15.6
1988-06-01,Carapegua,15.0
1988-07-01,Carapegua,19.6
1988-08-01,Carapegua,999.9
1988-09-01,Carapegua,20.0
1988-10-01,Carapegua,21.1
1988-11-01,Carapegua,24.1
1988-12-01,Carapegua,26.3
1989-01-01,Carapegua,25.9
1989-02-01,Carapegua,25.8
1989-03-01,Carapegua,23.6
1989-04-01,Carapegua,21.2
1989-05-01,Carapegua,18.1
1989-06-01,Carapegua,16.9
1989-07-01,Carapegua,14.9
1989-08-01,Carapegua,18.2
1989-09-01,Carapegua,17.7
1989-10-01,Carapegua,21.7
1989-11-01,Carapegua,999.9
1989-12-01,Carapegua,26.6
1990-01-01,Carapegua,26.6
1990-02-01,Carapegua,25.3
1990-03-01,Carapegua,25.6
1990-04-01,Carapegua,22.8
1990-05-01,Carapegua,17.1
1990-06-01,Carapegua,14.7
1990-07-01,Carapegua,13.5
1990-08-01,Carapegua,18.5
1990-09-01,Carapegua,999.9
1990-10-01,Carapegua,23.9
1990-11-01,Carapegua,25.8
1990-12-01,Carapegua,26.1
1991-01-01,Carapegua,999.9
1991-02-01,Carapegua,999.9
1991-03-01,Carapegua,999.9
1991-04-01,Carapegua,999.9
1991-05-01,Carapegua,999.9
1991-06-01,Carapegua,999.9
1991-07-01,Carapegua,999.9
1991-08-01,Carapegua,999.9
1991-09-01,Carapegua,999.9
1991-10-01,Carapegua,999.9
1991-11-01,Carapegua,23.1
1991-12-01,Carapegua,999.9
1992-01-01,Carapegua,999.9
1992-02-01,Carapegua,26.4
1992-03-01,Carapegua,23.8
1992-04-01,Carapegua,999.9
1992-05-01,Carapegua,999.9
1992-06-01,Carapegua,999.9
1992-07-01,Carapegua,999.9
1992-08-01,Carapegua,999.9
1992-09-01,Carapegua,19.1
1992-10-01,Carapegua,999.9
1992-11-01,Carapegua,999.9
1992-12-01,Carapegua,999.9
1999-01-01,Coronel Oviedo,26.89
1999-02-01,Coronel Oviedo,27.29
1999-03-01,Coronel Oviedo,26.29
1999-04-01,Coronel Oviedo,19.54
1999-05-01,Coronel Oviedo,17.63
1999-06-01,Coronel Oviedo,17.94
1999-07-01,Coronel Oviedo,17.99
1999-08-01,Coronel Oviedo,17.94
1999-09-01,Coronel Oviedo,24.54
1999-10-01,Coronel Oviedo,999.9
1999-11-01,Coronel Oviedo,999.9
1999-12-01,Coronel Oviedo,27.29
2000-01-01,Coronel Oviedo,28.24
2000-02-01,Coronel Oviedo,27.54
2000-03-01,Coronel Oviedo,23.64
2000-04-01,Coronel Oviedo,22.43
2000-05-01,Coronel Oviedo,19.43
2000-06-01,Coronel Oviedo,17.68
2000-07-01,Coronel Oviedo,14.84
2000-08-01,Coronel Oviedo,19.29
2000-09-01,Coronel Oviedo,21.24
2000-10-01,Coronel Oviedo,24.39
2000-11-01,Coronel Oviedo,22.54
2000-12-01,Coronel Oviedo,999.9
2001-01-01,Coronel Oviedo,26.04
2001-02-01,Coronel Oviedo,27.93
2001-03-01,Coronel Oviedo,24.89
2001-04-01,Coronel Oviedo,23.43
2001-05-01,Coronel Oviedo,999.9
2001-06-01,Coronel Oviedo,999.9
2001-07-01,Coronel Oviedo,999.9
2001-08-01,Coronel Oviedo,999.9
2001-09-01,Coronel Oviedo,999.9
2001-10-01,Coronel Oviedo,999.9
2001-11-01,Coronel Oviedo,999.9
2001-12-01,Coronel Oviedo,999.9
2002-01-01,Coronel Oviedo,999.9
2002-02-01,Coronel Oviedo,999.9
2002-03-01,Coronel Oviedo,999.9
2002-04-01,Coronel Oviedo,999.9
2002-05-01,Coronel Oviedo,999.9
2002-06-01,Coronel Oviedo,999.9
2002-07-01,Coronel Oviedo,999.9
2002-08-01,Coronel Oviedo,999.9
2002-09-01,Coronel Oviedo,999.9
2002-10-01,Coronel Oviedo,999.9
2002-11-01,Coronel Oviedo,999.9
2002-12-01,Coronel Oviedo,999.9
2003-01-01,Coronel Oviedo,999.9
2003-02-01,Coronel Oviedo,999.9
2003-03-01,Coronel Oviedo,999.9
2003-04-01,Coronel Oviedo,21.74
2003-05-01,Coronel Oviedo,999.9
2003-06-01,Coronel Oviedo,999.9
2003-07-01,Coronel Oviedo,999.9
2003-08-01,Coronel Oviedo,999.9
2003-09-01,Coronel Oviedo,21.9
2003-10-01,Coronel Oviedo,999.9
2003-11-01,Coronel Oviedo,999.9
2003-12-01,Coronel Oviedo,999.9
2004-01-01,Coronel Oviedo,999.9
2004-02-01,Coronel Oviedo,999.9
2004-03-01,Coronel Oviedo,25.5
2004-04-01,Coronel Oviedo,999.9
2004-05-01,Coronel Oviedo,999.9
2004-06-01,Coronel Oviedo,999.9
2004-07-01,Coronel Oviedo,999.9
2004-08-01,Coronel Oviedo,999.9
2004-09-01,Coronel Oviedo,999.9
2004-10-01,Coronel Oviedo,999.9
2004-11-01,Coronel Oviedo,999.9
2004-12-01,Coronel Oviedo,999.9
2005-01-01,Coronel Oviedo,27.3
2005-02-01,Coronel Oviedo,999.9
2005-03-01,Coronel Oviedo,999.9
2005-04-01,Coronel Oviedo,23.2
2005-05-01,Coronel Oviedo,21.3
2005-06-01,Coronel Oviedo,999.9
2005-07-01,Coronel Oviedo,999.9
2005-08-01,Coronel Oviedo,999.9
2005-09-01,Coronel Oviedo,999.9
2005-10-01,Coronel Oviedo,999.9
2005-11-01,Coronel Oviedo,999.9
2005-12-01,Coronel Oviedo,25.89
2006-01-01,Coronel Oviedo,27.5
2006-02-01,Coronel Oviedo,26.8
2006-03-01,Coronel Oviedo,26.5
2006-04-01,Coronel Oviedo,999.9
2006-05-01,Coronel Oviedo,999.9
2006-06-01,Coronel Oviedo,999.9
2006-07-01,Coronel Oviedo,999.9
2006-08-01,Coronel Oviedo,19.7
2006-09-01,Coronel Oviedo,999.9
2006-10-01,Coronel Oviedo,999.9
2006-11-01,Coronel Oviedo,999.9
2006-12-01,Coronel Oviedo,999.9
2007-01-01,Coronel Oviedo,999.9
2007-02-01,Coronel Oviedo,999.9
2007-03-01,Coronel Oviedo,999.9
2007-04-01,Coronel Oviedo,24.1
2007-05-01,Coronel Oviedo,999.9
2007-06-01,Coronel Oviedo,18.7
2007-07-01,Coronel Oviedo,15.5
2007-08-01,Coronel Oviedo,15.2
2007-09-01,Coronel Oviedo,999.9
2007-10-01,Coronel Oviedo,999.9
2007-11-01,Coronel Oviedo,999.9
2007-12-01,Coronel Oviedo,999.9
2008-01-01,Coronel Oviedo,999.9
2008-02-01,Coronel Oviedo,26.3
2008-03-01,Coronel Oviedo,999.9
2008-04-01,Coronel Oviedo,21.9
2008-05-01,Coronel Oviedo,999.9
2008-06-01,Coronel Oviedo,15.7
2008-07-01,Coronel Oviedo,999.9
2008-08-01,Coronel Oviedo,20.1
2008-09-01,Coronel Oviedo,18.9
2008-10-01,Coronel Oviedo,24.0
2008-11-01,Coronel Oviedo,25.29
2008-12-01,Coronel Oviedo,26.7
2009-01-01,Coronel Oviedo,25.89
2009-02-01,Coronel Oviedo,26.3
2009-03-01,Coronel Oviedo,26.59
2009-04-01,Coronel Oviedo,24.0
2009-05-01,Coronel Oviedo,21.7
2009-06-01,Coronel Oviedo,15.4
2009-07-01,Coronel Oviedo,999.9
2009-08-01,Coronel Oviedo,20.0
2009-09-01,Coronel Oviedo,20.1
2009-10-01,Coronel Oviedo,23.39
2009-11-01,Coronel Oviedo,27.9
2009-12-01,Coronel Oviedo,26.9
2010-01-01,Coronel Oviedo,27.7
2010-02-01,Coronel Oviedo,28.2
2010-03-01,Coronel Oviedo,26.5
2010-04-01,Coronel Oviedo,23.1
2010-05-01,Coronel Oviedo,18.2
2010-06-01,Coronel Oviedo,19.2
2010-07-01,Coronel Oviedo,21.95
2010-08-01,Coronel Oviedo,18.83
2010-09-01,Coronel Oviedo,21.3
2010-10-01,Coronel Oviedo,21.4
2010-11-01,Coronel Oviedo,23.2
2010-12-01,Coronel Oviedo,26.5
2011-01-01,Coronel Oviedo,999.9
2011-02-01,Coronel Oviedo,27.2
2011-03-01,Coronel Oviedo,999.9
2011-04-01,Coronel Oviedo,999.9
2011-05-01,Coronel Oviedo,999.9
2011-06-01,Coronel Oviedo,999.9
2011-07-01,Coronel Oviedo,17.5
2011-08-01,Coronel Oviedo,18.6
2011-09-01,Coronel Oviedo,21.3
2011-10-01,Coronel Oviedo,23.5
2011-11-01,Coronel Oviedo,24.49
2011-12-01,Coronel Oviedo,25.65
2012-01-01,Coronel Oviedo,27.8
2012-02-01,Coronel Oviedo,28.5
2012-03-01,Coronel Oviedo,25.09
2012-04-01,Coronel Oviedo,22.11
2012-05-01,Coronel Oviedo,20.5
2012-06-01,Coronel Oviedo,18.43
2012-07-01,Coronel Oviedo,16.03
2012-08-01,Coronel Oviedo,21.78
2012-09-01,Coronel Oviedo,23.0
2012-10-01,Coronel Oviedo,25.0
2012-11-01,Coronel Oviedo,25.61
2012-12-01,Coronel Oviedo,28.29
2013-01-01,Coronel Oviedo,26.64
2013-02-01,Coronel Oviedo,26.27
2013-03-01,Coronel Oviedo,23.43
2013-04-01,Coronel Oviedo,21.64
2013-05-01,Coronel Oviedo,19.2
2013-06-01,Coronel Oviedo,17.74
2013-07-01,Coronel Oviedo,17.86
2013-08-01,Coronel Oviedo,16.21
2013-09-01,Coronel Oviedo,19.99
2013-10-01,Coronel Oviedo,22.62
2013-11-01,Coronel Oviedo,25.09
2013-12-01,Coronel Oviedo,27.68
2014-01-01,Coronel Oviedo,28.34
2014-02-01,Coronel Oviedo,28.57
2014-03-01,Coronel Oviedo,24.98
2014-04-01,Coronel Oviedo,22.9
2014-05-01,Coronel Oviedo,19.57
2014-06-01,Coronel Oviedo,18.2
2014-07-01,Coronel Oviedo,18.23
2014-08-01,Coronel Oviedo,20.63
2014-09-01,Coronel Oviedo,23.34
2014-10-01,Coronel Oviedo,25.98
2014-11-01,Coronel Oviedo,24.59
2014-12-01,Coronel Oviedo,25.89
2015-01-01,Coronel Oviedo,27.62
2015-02-01,Coronel Oviedo,27.0
2015-03-01,Coronel Oviedo,25.9
2015-04-01,Coronel Oviedo,23.5
2015-05-01,Coronel Oviedo,19.9
2015-06-01,Coronel Oviedo,20.0
2015-07-01,Coronel Oviedo,17.6
2015-08-01,Coronel Oviedo,22.8
2015-09-01,Coronel Oviedo,22.2
2015-10-01,Coronel Oviedo,24.3
2015-11-01,Coronel Oviedo,24.6
2015-12-01,Coronel Oviedo,26.3
2016-01-01,Coronel Oviedo,28.2
2016-02-01,Coronel Oviedo,28.0
2016-03-01,Coronel Oviedo,24.4
2016-04-01,Coronel Oviedo,25.5
2016-05-01,Coronel Oviedo,17.7
2016-06-01,Coronel Oviedo,14.7
2016-07-01,Coronel Oviedo,18.45
2016-08-01,Coronel Oviedo,19.9
2016-09-01,Coronel Oviedo,19.7
2016-10-01,Coronel Oviedo,23.4
2016-11-01,Coronel Oviedo,24.1
2016-12-01,Coronel Oviedo,999.9
2017-01-01,Coronel Oviedo,27.7
2017-02-01,Coronel Oviedo,27.1
2017-03-01,Coronel Oviedo,26.2
2017-04-01,Coronel Oviedo,22.4
2017-05-01,Coronel Oviedo,999.9
2017-06-01,Coronel Oviedo,18.5
2017-07-01,Coronel Oviedo,19.6
2017-08-01,Coronel Oviedo,22.05
2017-09-01,Coronel Oviedo,23.9
2017-10-01,Coronel Oviedo,23.6
2017-11-01,Coronel Oviedo,23.3
2017-12-01,Coronel Oviedo,26.9
2018-01-01,Coronel Oviedo,26.5
2018-02-01,Coronel Oviedo,26.1
2018-03-01,Coronel Oviedo,25.7
2018-04-01,Coronel Oviedo,25.4
2018-05-01,Coronel Oviedo,21.65
2018-06-01,Coronel Oviedo,16.3
2018-07-01,Coronel Oviedo,17.3
2018-08-01,Coronel Oviedo,16.6
2018-09-01,Coronel Oviedo,21.7
2018-10-01,Coronel Oviedo,23.5
2018-11-01,Coronel Oviedo,25.6
2018-12-01,Coronel Oviedo,26.9
2019-01-01,Coronel Oviedo,28.5
2019-02-01,Coronel Oviedo,27.2
2019-03-01,Coronel Oviedo,24.8
2019-04-01,Coronel Oviedo,23.5
2019-05-01,Coronel Oviedo,21.2
2019-06-01,Coronel Oviedo,20.9
2019-07-01,Coronel Oviedo,16.8
2019-08-01,Coronel Oviedo,19.2
2019-09-01,Coronel Oviedo,22.8
2019-10-01,Coronel Oviedo,25.6
2019-11-01,Coronel Oviedo,27.8
2019-12-01,Coronel Oviedo,25.8
2020-01-01,Coronel Oviedo,27.6
2020-02-01,Coronel Oviedo,26.9
2020-03-01,Coronel Oviedo,27.1
2020-04-01,Coronel Oviedo,22.1
2020-05-01,Coronel Oviedo,18.7
2020-06-01,Coronel Oviedo,20.2
2020-07-01,Coronel Oviedo,17.55
2020-08-01,Coronel Oviedo,20.3
2020-09-01,Coronel Oviedo,22.7
2020-10-01,Coronel Oviedo,26.3
2020-11-01,Coronel Oviedo,25.3
2020-12-01,Coronel Oviedo,26.4
2021-01-01,Coronel Oviedo,26.6
2021-02-01,Coronel Oviedo,25.4
2021-03-01,Coronel Oviedo,25.1
2021-04-01,Coronel Oviedo,22.7
2021-05-01,Coronel Oviedo,19.4
2021-06-01,Coronel Oviedo,16.8
2021-07-01,Coronel Oviedo,16.8
2021-08-01,Coronel Oviedo,20.4
2021-09-01,Coronel Oviedo,24.3
2021-10-01,Coronel Oviedo,23.2
2021-11-01,Coronel Oviedo,25.3
2021-12-01,Coronel Oviedo,27.2
2022-01-01,Coronel Oviedo,29.6
2022-02-01,Coronel Oviedo,27.8
2022-03-01,Coronel Oviedo,25.1
2022-04-01,Coronel Oviedo,22.9
2022-05-01,Coronel Oviedo,17.7
2022-06-01,Coronel Oviedo,16.5
2022-07-01,Coronel Oviedo,21.15
2022-08-01,Coronel Oviedo,19.1
2022-09-01,Coronel Oviedo,18.5
2022-10-01,Coronel Oviedo,21.6
2022-11-01,Coronel Oviedo,23.0
2022-12-01,Coronel Oviedo,999.9
2023-01-01,Coronel Oviedo,27.6
2023-02-01,Coronel Oviedo,999.9
2023-03-01,Coronel Oviedo,26.9
2023-04-01,Coronel Oviedo,22.5
2023-05-01,Coronel Oviedo,20.3
2023-06-01,Coronel Oviedo,19.2
2023-07-01,Coronel Oviedo,19.95
2023-08-01,Coronel Oviedo,22.1
2023-09-01,Coronel Oviedo,24.6
2023-10-01,Coronel Oviedo,999.9
2023-11-01,Coronel Oviedo,999.9
2023-12-01,Coronel Oviedo,999.9
1971-01-01,Villarrica,999.9
1971-02-01,Villarrica,999.9
1971-03-01,Villarrica,999.9
1971-04-01,Villarrica,999.9
1971-05-01,Villarrica,999.9
1971-06-01,Villarrica,999.9
1971-07-01,Villarrica,999.9
1971-08-01,Villarrica,999.9
1971-09-01,Villarrica,999.9
1971-10-01,Villarrica,999.9
1971-11-01,Villarrica,999.9
1971-12-01,Villarrica,26.19
1972-01-01,Villarrica,27.59
1972-02-01,Villarrica,26.59
1972-03-01,Villarrica,25.89
1972-04-01,Villarrica,20.99
1972-05-01,Villarrica,21.99
1972-06-01,Villarrica,21.69
1972-07-01,Villarrica,17.79
1972-08-01,Villarrica,17.69
1972-09-01,Villarrica,22.09
1972-10-01,Villarrica,21.49
1972-11-01,Villarrica,24.39
1972-12-01,Villarrica,25.49
1973-01-01,Villarrica,27.89
1973-02-01,Villarrica,28.19
1973-03-01,Villarrica,25.99
1973-04-01,Villarrica,24.99
1973-05-01,Villarrica,19.59
1973-06-01,Villarrica,18.29
1973-07-01,Villarrica,16.59
1973-08-01,Villarrica,16.39
1973-09-01,Villarrica,20.09
1973-10-01,Villarrica,22.79
1973-11-01,Villarrica,23.69
1973-12-01,Villarrica,25.79
1974-01-01,Villarrica,27.39
1974-02-01,Villarrica,26.59
1974-03-01,Villarrica,25.19
1974-04-01,Villarrica,22.29
1974-05-01,Villarrica,20.09
1974-06-01,Villarrica,16.29
1974-07-01,Villarrica,19.69
1974-08-01,Villarrica,18.29
1974-09-01,Villarrica,20.69
1974-10-01,Villarrica,21.59
1974-11-01,Villarrica,23.69
1974-12-01,Villarrica,25.79
1975-01-01,Villarrica,26.59
1975-02-01,Villarrica,26.79
1975-03-01,Villarrica,25.39
1975-04-01,Villarrica,22.69
1975-05-01,Villarrica,19.59
1975-06-01,Villarrica,18.99
1975-07-01,Villarrica,16.09
1975-08-01,Villarrica,18.89
1975-09-01,Villarrica,20.79
1975-10-01,Villarrica,21.79
1975-11-01,Villarrica,23.02
1975-12-01,Villarrica,999.9
1976-01-01,Villarrica,27.31
1976-02-01,Villarrica,999.9
1976-03-01,Villarrica,25.13
1976-04-01,Villarrica,999.9
1976-05-01,Villarrica,18.41
1976-06-01,Villarrica,999.9
1976-07-01,Villarrica,17.61
1976-08-01,Villarrica,18.77
1976-09-01,Villarrica,20.13
1976-10-01,Villarrica,999.9
1976-11-01,Villarrica,999.9
1976-12-01,Villarrica,999.9
1977-01-01,Villarrica,25.81
1977-02-01,Villarrica,28.34
1977-03-01,Villarrica,999.9
1977-04-01,Villarrica,22.26
1977-05-01,Villarrica,19.51
1977-06-01,Villarrica,19.16
1977-07-01,Villarrica,21.75
1977-08-01,Villarrica,19.3
1977-09-01,Villarrica,23.16
1977-10-01,Villarrica,24.35
1977-11-01,Villarrica,25.19
1977-12-01,Villarrica,27.41
1978-01-01,Villarrica,999.9
1978-02-01,Villarrica,999.9
1978-03-01,Villarrica,27.31
1978-04-01,Villarrica,999.9
1978-05-01,Villarrica,19.1
1978-06-01,Villarrica,19.05
1978-07-01,Villarrica,999.9
1978-08-01,Villarrica,17.72
1978-09-01,Villarrica,21.4
1978-10-01,Villarrica,24.93
1978-11-01,Villarrica,25.01
1978-12-01,Villarrica,27.64
1979-01-01,Villarrica,28.53
1979-02-01,Villarrica,27.13
1979-03-01,Villarrica,24.25
1979-04-01,Villarrica,20.92
1979-05-01,Villarrica,999.9
1979-06-01,Villarrica,16.38
1979-07-01,Villarrica,999.9
1979-08-01,Villarrica,999.9
1979-09-01,Villarrica,999.9
1979-10-01,Villarrica,999.9
1979-11-01,Villarrica,999.9
1979-12-01,Villarrica,999.9
1980-01-01,Villarrica,999.9
1980-02-01,Villarrica,999.9
1980-03-01,Villarrica,999.9
1980-04-01,Villarrica,999.9
1980-05-01,Villarrica,999.9
1980-06-01,Villarrica,999.9
1980-07-01,Villarrica,999.9
1980-08-01,Villarrica,999.9
1980-09-01,Villarrica,999.9
1980-10-01,Villarrica,999.9
1980-11-01,Villarrica,999.9
1980-12-01,Villarrica,999.9
1981-01-01,Villarrica,999.9
1981-02-01,Villarrica,999.9
1981-03-01,Villarrica,999.9
1981-04-01,Villarrica,999.9
1981-05-01,Villarrica,999.9
1981-06-01,Villarrica,999.9
1981-07-01,Villarrica,999.9
1981-08-01,Villarrica,21.35
1981-09-01,Villarrica,20.25
1981-10-01,Villarrica,22.85
1981-11-01,Villarrica,25.35
1981-12-01,Villarrica,26.35
1982-01-01,Villarrica,27.65
1982-02-01,Villarrica,26.55
1982-03-01,Villarrica,25.85
1982-04-01,Villarrica,23.85
1982-05-01,Villarrica,20.55
1982-06-01,Villarrica,18.55
1982-07-01,Villarrica,20.15
1982-08-01,Villarrica,21.35
1982-09-01,Villarrica,22.35
1982-10-01,Villarrica,23.25
1982-11-01,Villarrica,24.25
1982-12-01,Villarrica,25.95
1983-01-01,Villarrica,27.65
1983-02-01,Villarrica,27.15
1983-03-01,Villarrica,25.05
1983-04-01,Villarrica,23.15
1983-05-01,Villarrica,20.95
1983-06-01,Villarrica,15.55
1983-07-01,Villarrica,17.45
1983-08-01,Villarrica,18.75
1983-09-01,Villarrica,18.75
1983-10-01,Villarrica,23.35
1983-11-01,Villarrica,23.85
1983-12-01,Villarrica,27.45
1984-01-01,Villarrica,27.75
1984-02-01,Villarrica,28.55
1984-03-01,Villarrica,26.15
1984-04-01,Villarrica,999.9
1984-05-01,Villarrica,999.9
1984-06-01,Villarrica,999.9
1984-07-01,Villarrica,999.9
1984-08-01,Villarrica,999.9
1984-09-01,Villarrica,999.9
1984-10-01,Villarrica,999.9
1984-11-01,Villarrica,999.9
1984-12-01,Villarrica,999.9
1985-01-01,Villarrica,999.9
1985-02-01,Villarrica,999.9
1985-03-01,Villarrica,999.9
1985-04-01,Villarrica,999.9
1985-05-01,Villarrica,999.9
1985-06-01,Villarrica,999.9
1985-07-01,Villarrica,999.9
1985-08-01,Villarrica,999.9
1985-09-01,Villarrica,999.9
1985-10-01,Villarrica,999.9
1985-11-01,Villarrica,999.9
1985-12-01,Villarrica,999.9
1986-01-01,Villarrica,999.9
1986-02-01,Villarrica,999.9
1986-03-01,Villarrica,999.9
1986-04-01,Villarrica,24.03
1986-05-01,Villarrica,21.21
1986-06-01,Villarrica,20.44
1986-07-01,Villarrica,18.63
1986-08-01,Villarrica,20.33
1986-09-01,Villarrica,20.83
1986-10-01,Villarrica,22.93
1986-11-01,Villarrica,26.39
1986-12-01,Villarrica,26.81
1987-01-01,Villarrica,27.5
1987-02-01,Villarrica,25.39
1987-03-01,Villarrica,25.62
1987-04-01,Villarrica,23.62
1987-05-01,Villarrica,16.68
1987-06-01,Villarrica,16.79
1987-07-01,Villarrica,21.41
1987-08-01,Villarrica,17.42
1987-09-01,Villarrica,19.5
1987-10-01,Villarrica,22.28
1987-11-01,Villarrica,26.02
1987-12-01,Villarrica,26.04
1988-01-01,Villarrica,27.56
1988-02-01,Villarrica,26.02
1988-03-01,Villarrica,28.4
1988-04-01,Villarrica,22.48
1988-05-01,Villarrica,16.87
1988-06-01,Villarrica,16.38
1988-07-01,Villarrica,16.13
1988-08-01,Villarrica,20.5
1988-09-01,Villarrica,21.38
1988-10-01,Villarrica,22.77
1988-11-01,Villarrica,25.66
1988-12-01,Villarrica,27.66
1989-01-01,Villarrica,25.91
1989-02-01,Villarrica,26.54
1989-03-01,Villarrica,24.87
1989-04-01,Villarrica,23.01
1989-05-01,Villarrica,19.55
1989-06-01,Villarrica,17.66
1989-07-01,Villarrica,16.02
1989-08-01,Villarrica,19.39
1989-09-01,Villarrica,18.81
1989-10-01,Villarrica,22.89
1989-11-01,Villarrica,25.28
1989-12-01,Villarrica,27.82
1990-01-01,Villarrica,27.29
1990-02-01,Villarrica,26.49
1990-03-01,Villarrica,26.69
1990-04-01,Villarrica,24.13
1990-05-01,Villarrica,19.05
1990-06-01,Villarrica,15.97
1990-07-01,Villarrica,14.76
1990-08-01,Villarrica,20.05
1990-09-01,Villarrica,19.11
1990-10-01,Villarrica,25.07
1990-11-01,Villarrica,26.99
1990-12-01,Villarrica,27.41
1991-01-01,Villarrica,28.28
1991-02-01,Villarrica,26.45
1991-03-01,Villarrica,26.34
1991-04-01,Villarrica,23.35
1991-05-01,Villarrica,21.31
1991-06-01,Villarrica,18.84
1991-07-01,Villarrica,17.67
1991-08-01,Villarrica,20.05
1991-09-01,Villarrica,23.42
1991-10-01,Villarrica,999.9
1991-11-01,Villarrica,24.19
